NRO,EMPRESA,TIPO_DOCUMENTO_TITULAR,NRO_DOCUMENTO_TITULAR,FECHA_NACIMIENTO_TITULAR,NOMBRE_TITULAR,PATERNO_TITULAR,MATERNO_TITULAR,NACIONALIDAD_TITULAR,SEXO_TITULAR,NRO_SEGURO_TITULAR,NRO_CELULAR_TITULAR,TITULAR_ES_BENEFICIARIA,TIPO_DOCUMENTO_BENEFICIARIA,NRO_DOCUMENTO_BENEFICIARIA,FECHA_NACIMIENTO_BENEFICIARIA,NOMBRE_BENEFICIARIA,PATERNO_BENEFICIARIA,MATERNO_BENEFICIARIA,NACIONALIDAD_BENEFICIARIA,SEXO_BENEFICIARIA,NRO_SEGURO_BENEFICIARIA,NRO_CELULAR_BENEFICIARIA,TIPO_SUBSIDIO,MONTO,CANTIDAD,TOTAL,NRO_ASIGNACION,DISTRITO,FECHA_INICIO,FECHA_FIN
461,MAGISTERIO,CI,3654390,21/02/1983,AMANDA,PEREZ,,BOLIVIA,F,355242,71540159,NO,CI,4937134,30/09/1962,EVA ANGELINA,CALLE,,BOLIVIA ,F,35354,78667125,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
462,MAGISTERIO,CI,5693555,07/02/2006,JOSE,PEREZ,FLORES,BOLIVIA,F,355243,71540160,NO,CI,6865290,07/12/2003,MARC,CALLEJAS,ESCALANTE,BOLIVIA ,F,35354,78667126,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
463,MAGISTERIO,CI,7502946,01/10/1971,SERGIO,PEREZ,,BOLIVIA,M,355244,71540161,NO,CI,6984792,13/09/1982,SUSANA,CALLISAYA,COPA,BOLIVIA ,F,35354,78667127,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
464,MAGISTERIO,CI,5645277,03/01/2003,STEPHANY,PINO,MORALES,BOLIVIA,F,355245,71540162,NO,CI,6197499,10/03/2009,SNAIDER,CALLISAYA,LLUSCO,BOLIVIA ,F,35354,78667128,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
465,MAGISTERIO,CI,5489038,21/02/1982,KATHERINNE,PINTO,PEREZ,BOLIVIA,F,355246,71540163,NO,CI,3333802,07/11/1978,WILLY,CALLIZAYA,MAMANI,BOLIVIA ,F,35354,78667129,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
466,MAGISTERIO,CI,5647539,26/09/1956,LOURDES,PINTO,VACA GUZMAN,BOLIVIA,F,355247,71540164,NO,CI,4932111,03/03/1967,CHRISTIAN,CALVO,MIRANDA,BOLIVIA ,F,35354,78667130,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
467,MAGISTERIO,CI,5489461,16/12/1957,MARIA,POPPE,MUJICA,BOLIVIA,F,355248,71540165,NO,CI,1427937,09/02/1969,CECILIA,CALVO,OMISTE,BOLIVIA ,F,35354,78667131,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
468,MAGISTERIO,CI,5672310,19/09/1965,VERONICA,PORTUGAL,DORADO,BOLIVIA,M,355249,71540166,NO,CI,4630626,26/09/1982,ANGELA,CALVO,OSINAGA,BOLIVIA ,F,35354,78667132,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
469,MAGISTERIO,CI,5641152,05/06/2005,OMAR,PRADO,,BOLIVIA,M,355250,71540167,NO,CI,3420600,07/07/1966,UBALDO,CAMA,MAMANI,BOLIVIA ,F,35354,78667133,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
470,MAGISTERIO,CI,3682963,15/01/1982,DIETER,QUIÑONES,ARANCIBIA,BOLIVIA,F,355251,71540168,NO,CI,4819435,29/07/1995,HAROLD,CAMACHO,HERMOSA,BOLIVIA ,F,35354,78667134,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
471,MAGISTERIO,CI,5136541,27/06/1974,WILBERT,QUIÑONES,MAMANI,BOLIVIA,F,355252,71540169,NO,CI,10913719,12/10/1967,JHANET,CAMACHO,SANTALLA,BOLIVIA ,F,35354,78667135,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
472,MAGISTERIO,CI,4085488,05/04/1967,PEDRO,QUINTANA,ALMARAZ,BOLIVIA,F,355253,71540170,NO,CI,5970658,10/01/1996,CECILIA,CAMEO,UGARTE,BOLIVIA ,F,35354,78667136,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
473,MAGISTERIO,CI,7477374,20/05/1977,MALVINA,RAMIREZ,AGUILAR,BOLIVIA,M,355254,71540171,NO,CI,1147163,28/02/1997,JUAN,CAMPOS,PASQUIER,BOLIVIA ,F,35354,78667137,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
474,MAGISTERIO,CI,1072585,26/06/1980,JOSE,RAMIREZ,CAMPOS,BOLIVIA,M,355255,71540172,NO,CI,6962377,22/01/1959,IRMA,CAMPOS,PASTEN,BOLIVIA ,F,35354,78667138,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
475,MAGISTERIO,CI,6661107,02/01/1991,MARION,RASGUIDO,ARIAS,BOLIVIA,M,355256,71540173,NO,CI,4981624,11/07/2007,RAUL,CANAVIRI,,BOLIVIA ,F,35354,78667139,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
476,MAGISTERIO,CI,5697107,11/03/1985,ROSARIO,RENDON,IBARRA,BOLIVIA,F,355257,71540174,NO,CI,6949234,15/04/1998,ESTEFANI,CANAZA,MARCA,BOLIVIA ,F,35354,78667140,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
477,MAGISTERIO,CI,5643794,21/01/2011,SHEILA,RENDON,SERRUDO,BOLIVIA,M,355258,71540175,NO,CI,3335893,12/06/1971,CLOTILDE,CANES,ANCE,BOLIVIA ,F,35354,78667141,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
478,MAGISTERIO,CI,5637756,19/02/1985,JESLY,RENGEL,MARTINEZ,BOLIVIA,M,355259,71540176,NO,CI,8291528,20/08/1958,ERLAND,CANEZO,GOMEZ,BOLIVIA ,F,35354,78667142,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
479,MAGISTERIO,CI,7526550,06/08/1990,PAMELA,REYES,OÑA,BOLIVIA,F,355260,71540177,NO,CI,3301238,18/10/1956,JORGE,CANO,NATES,BOLIVIA ,F,35354,78667143,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
480,MAGISTERIO,CI,5490850,08/03/1957,LILIAN,RIBERO,CUETO,BOLIVIA,F,355261,71540178,NO,CI,6123725,12/09/1982,ANGELA,CANTUTA,MANSILLA,BOLIVIA ,F,35354,78667144,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
481,MAGISTERIO,CI,5669274,23/01/1956,MARCELO ROGER,RIVERO,SERRANO,BOLIVIA,M,355262,71540179,NO,CI,6186636,06/07/1970,CARLOS,CARDENAS,CHURQUI,BOLIVIA ,F,35354,78667145,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
482,MAGISTERIO,CI,7578225,22/06/1982,LEONOR,RODAS,ALARCON,BOLIVIA,M,355263,71540180,NO,CI,6986785,10/07/1963,SHEYLA,CARDENAS,CRESPO,BOLIVIA ,F,35354,78667146,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
483,MAGISTERIO,CI,6659140,25/02/2007,GUSTAVO,RODRIGUEZ,,BOLIVIA,M,355264,71540181,NO,CI,8306825,30/10/2005,MARIA,CARDENAS,ESCOBAR,BOLIVIA ,F,35354,78667147,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
484,MAGISTERIO,CI,5693423,09/06/1981,NOEMI,RODRIGUEZ,RODRIGUEZ,BOLIVIA,F,355265,71540182,NO,CI,6818447,04/07/1955,CYNTHIA,CARDENAS,LOPEZ,BOLIVIA ,F,35354,78667148,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
485,MAGISTERIO,CI,7537650,14/02/1999,KARLA,ROJAS,BRITO,BOLIVIA,F,355266,71540183,NO,CI,3342211,17/06/1987,WALTER,CARDENAS,PALMA,BOLIVIA ,F,35354,78667149,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
486,MAGISTERIO,CI,5667350,12/11/1997,MADELYN,ROJAS,MEDINA,BOLIVIA,M,355267,71540184,NO,CI,4832682,21/09/1988,MIGUEL,CARDENAS,SORIA,BOLIVIA ,F,35354,78667150,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
487,MAGISTERIO,CI,5648851,02/10/1975,JIMENA,ROMERO,DURAN,BOLIVIA,M,355268,71540185,NO,CI,3377558,08/08/1986,LUIS,CARRASCO,CUIZA,BOLIVIA ,F,35354,78667151,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
488,MAGISTERIO,CI,5635043,08/09/1954,JASELL,ROMERO,HASSENTEUFEL,BOLIVIA,F,355269,71540186,NO,CI,6848756,06/12/1990,LANDER,CARRASCO,PEÑA,BOLIVIA ,F,35354,78667152,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
489,MAGISTERIO,CI,7112823,23/10/1987,JANETH,ROMERO,MANCILLA,BOLIVIA,F,355270,71540187,NO,CI,4810024,06/12/1963,EDGAR,CARRI,HILARI,BOLIVIA ,F,35354,78667153,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
490,MAGISTERIO,CI,7466251,01/01/1954,SANDRA,ROMERO,MONTELLANO,BOLIVIA,M,355271,71540188,NO,CI,6965612,13/03/1993,REYNA,CARRILLO,LLUSCO,BOLIVIA ,F,35354,78667154,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
491,MAGISTERIO,CI,5632258,26/09/1971,MARIA GABRIELA,ROSADO,,BOLIVIA,F,355272,71540189,NO,CI,3442359,06/05/1976,JORGE MAURICIO,CARRILLO,,BOLIVIA ,F,35354,78667155,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
492,MAGISTERIO,CI,5667140,27/06/1981,PAOLA,ROSALES,BASPINEIRO,BOLIVIA,F,355273,71540190,NO,CI,6183898,26/05/1983,PEDRO,CARRION,MARTINEZ,BOLIVIA ,F,35354,78667156,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
493,MAGISTERIO,CI,5488648,06/10/2012,RONALD,ROSPILLOSO,CASTRO,BOLIVIA,M,355274,71540191,NO,CI,8315685,07/02/1983,GABRIELA,CARTAGENA,ALVAREZ,BOLIVIA ,F,35354,78667157,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
494,MAGISTERIO,CI,5667523,01/09/1981,XIMENA,SAAVEDRA,CUETO,BOLIVIA,M,355275,71540192,NO,CI,3491474,28/11/1977,MARCELO,CARVAJAL,ARTIEDA,BOLIVIA ,F,35354,78667158,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
495,MAGISTERIO,CI,5635709,18/11/2009,MIRTHA,SALAZAR,CABRERA,BOLIVIA,F,355276,71540193,NO,CI,6145590,28/08/1978,BRIGIDA,CARVAJAL,CHURA,BOLIVIA ,F,35354,78667159,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
496,MAGISTERIO,CI,4118736,23/12/1964,MILENE,SALINAS,MONTALVO,BOLIVIA,M,355277,71540194,NO,CI,6132976,29/10/2001,HUASCAR,CARVAJAL,GONZALES,BOLIVIA ,F,35354,78667160,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
497,MAGISTERIO,CI,1116305,20/01/1993,VIOLETA,SANABRIA,MUJICA,BOLIVIA,F,355278,71540195,NO,CI,4916098,03/02/1985,GABRIELA,CARVAJAL,OLIVARES,BOLIVIA ,F,35354,78667161,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
498,MAGISTERIO,CI,1052746,15/12/2008,RAUL,SANCHEZ,ROMANO,BOLIVIA,F,355279,71540196,NO,CI,3379153,03/05/2007,MARIA,CARVAJAL,ULLOA,BOLIVIA ,F,35354,78667162,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
499,MAGISTERIO,CI,5691800,18/11/2001,ALVARO,SANCHEZ,SALVADOR,BOLIVIA,M,355280,71540197,NO,CI,4979835,23/06/1954,RUBEN CARLOS,CARVAJAL,,BOLIVIA ,F,35354,78667163,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
500,MAGISTERIO,CI,4088595,04/05/2003,GABRIELA CECILIA,PEREIRA,PEREZ,BOLIVIA,F,355281,71540198,NO,CI,3448622,18/07/1966,MAURICIO,CASSO,ACHA,BOLIVIA ,F,35354,78667164,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
501,MAGISTERIO,CI,7545228,26/01/1961,JHANETH,SANTEYANA,OCHOA,BOLIVIA,M,355282,71540199,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
502,MAGISTERIO,CI,6324604,20/12/2000,JORGE,SEGOVIA,SALAZAR,BOLIVIA,F,355283,71540200,SI,,,,,,,,,,,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
503,MAGISTERIO,CI,5492338,19/12/1965,LUIS,SEMPERTEGUI,,BOLIVIA,F,355284,71540201,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
504,MAGISTERIO,CI,5631057,05/04/1985,MARY,SERRANO,FLORES,BOLIVIA,M,355285,71540202,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
505,MAGISTERIO,CI,5646635,07/03/1978,ADELA,SERRUDO,ROBLES,BOLIVIA,F,355286,71540203,SI,,,,,,,,,,,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
506,MAGISTERIO,CI,5664185,03/04/1961,JORGE,SERRUDO,SOLIZ,BOLIVIA,F,355287,71540204,SI,,,,,,,,,,,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
507,MAGISTERIO,CI,6589560,28/10/1964,MAGHIDA,SHALAVI,MOBAREC,BOLIVIA,F,355288,71540205,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
508,MAGISTERIO,CI,7479547,09/01/1991,RODRIGO,SOLARES,RAYA,BOLIVIA,F,355289,71540206,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
509,MAGISTERIO,CI,1117280,10/07/1975,ROGER,SOLIZ,,BOLIVIA,M,355290,71540207,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
510,MAGISTERIO,CI,5493354,15/04/1977,EDWIN,SOLIZ,CEPEDA,BOLIVIA,M,355291,71540208,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
511,MAGISTERIO,CI,4094542,04/11/1968,FERNANDO,SOLIZ,FLORES,BOLIVIA,F,355292,71540209,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
512,MAGISTERIO,CI,5670095,27/02/2010,IVANA,SORIA,GODOY,BOLIVIA,F,355293,71540210,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
513,MAGISTERIO,CI,7681853,12/02/1987,ROBERTO,SUAREZ,,BOLIVIA,F,355294,71540211,SI,,,,,,,,,,,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
514,MAGISTERIO,CI,1106528,03/05/2012,MAURICIO,TAPIA,,BOLIVIA,M,355295,71540212,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
515,MAGISTERIO,CI,1074426,02/12/1956,JOSE,TELLEZ,MUÑOZ,BOLIVIA,M,355296,71540213,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
516,MAGISTERIO,CI,4081254,13/09/1994,IBETH,TERAN,MANZANO,BOLIVIA,M,355297,71540214,SI,,,,,,,,,,,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
517,MAGISTERIO,CI,4093988,13/09/1962,ROCELYN,TERCEROS,CUELLAR,BOLIVIA,F,355298,71540215,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
518,MAGISTERIO,CI,5672960,26/02/2009,ANGELA,TIRADO,ZARATE,BOLIVIA,M,355299,71540216,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
519,MAGISTERIO,CI,3643484,04/04/1963,DANIELA,TONELLI,ALBORNOZ,BOLIVIA,M,355300,71540217,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
520,MAGISTERIO,CI,5647763,11/09/1974,HELEN,TORO,,BOLIVIA,F,355301,71540218,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
521,MAGISTERIO,CI,1115829,03/11/1959,MILTON,TORRES,MURILLO,BOLIVIA,F,355302,71540219,SI,,,,,,,,,,,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
522,MAGISTERIO,CI,3655554,29/03/1956,JORGE,TORRES,TUDELA,BOLIVIA,M,355303,71540220,SI,,,,,,,,,,,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
523,MAGISTERIO,CI,3719127,21/01/1958,FERNANDO,TORRICO,LEON,BOLIVIA,M,355304,71540221,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
524,MAGISTERIO,CI,4092653,12/10/1990,VIVIAN,TORRICO,LOPEZ,BOLIVIA,M,355305,71540222,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
525,MAGISTERIO,CI,5699756,28/04/1954,CLEIDY,TORRICOS,TORO,BOLIVIA,F,355306,71540223,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
526,MAGISTERIO,CI,4092482,05/03/1966,CAROLINA,URIOSTE,,BOLIVIA,F,355307,71540224,SI,,,,,,,,,,,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
527,MAGISTERIO,CI,4094740,31/01/1979,PAOLA,URQUIZU,MURILLO,BOLIVIA,M,355308,71540225,SI,,,,,,,,,,,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
528,MAGISTERIO,CI,3652261,30/06/1989,OSCAR,VACA,FLORES,BOLIVIA,M,355309,71540226,SI,,,,,,,,,,,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
529,MAGISTERIO,CI,5634918,27/03/1956,GARY SERGIO,VACA,,BOLIVIA,F,355310,71540227,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
530,MAGISTERIO,CI,4085686,12/05/1968,DIETER,VALDA,BLEICHNER,BOLIVIA,F,355311,71540228,SI,,,,,,,,,,,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
531,MAGISTERIO,CI,5652148,07/03/2003,LEONEL,VALDA,CHAVARRIA,BOLIVIA,M,355312,71540229,SI,,,,,,,,,,,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
532,MAGISTERIO,CI,5670081,03/11/1972,REYNA,VALLEJOS,GUERRA,BOLIVIA,F,355313,71540230,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
533,MAGISTERIO,CI,7472809,09/05/1984,POLICARPIO,VALLEJOS,LOPEZ,BOLIVIA,F,355314,71540231,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
534,MAGISTERIO,CI,5663870,07/02/1975,JAVIER,VALVERDE,DAZA,BOLIVIA,M,355315,71540232,SI,,,,,,,,,,,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
535,MAGISTERIO,CI,7467888,21/06/1981,JORGE,VARGAS,LOPEZ,BOLIVIA,M,355316,71540233,SI,,,,,,,,,,,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
536,MAGISTERIO,CI,5668343,11/09/1960,LUDBIN,VASQUEZ,ARAMAYO,BOLIVIA,F,355317,71540234,SI,,,,,,,,,,,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
537,MAGISTERIO,CI,5691275,22/11/2012,CARMEN ROSA,VEGA,,BOLIVIA,M,355318,71540235,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
538,MAGISTERIO,CI,5632512,19/12/1971,CONSUELO,VELASCO,ROSADO,BOLIVIA,F,355319,71540236,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
539,MAGISTERIO,CI,7684104,22/12/1985,ELIO,VELASQUEZ,AVILES,BOLIVIA,F,355320,71540237,SI,,,,,,,,,,,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
540,MAGISTERIO,CI,5666169,31/01/1967,MAYRA,VERA,VILLCA,BOLIVIA,M,355321,71540238,SI,,,,,,,,,,,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
541,MAGISTERIO,CI,5685634,22/11/1982,ZEYLI,VERAMENDI,ALBA,BOLIVIA,F,355322,71540239,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
542,MAGISTERIO,CI,5642075,21/08/1973,FRANCO SERGIO,VIDAL,,BOLIVIA,M,355323,71540240,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
543,MAGISTERIO,CI,7465576,17/04/1969,VALERIA ALEJANDRA,VILAR,,BOLIVIA,F,355324,71540241,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
544,MAGISTERIO,CI,5520325,26/09/1960,JUDITH,VILLA,BURGOS,BOLIVIA,F,355325,71540242,SI,,,,,,,,,,,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
545,MAGISTERIO,CI,1050765,07/02/1963,JUAN CARLOS LEOPOLDO,VILLEGAS,,BOLIVIA,M,355326,71540243,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
546,MAGISTERIO,CI,7487611,02/11/1965,VERONICA,YAPUR,SAAVEDRA,BOLIVIA,F,355327,71540244,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
547,MAGISTERIO,CI,5634403,25/10/1968,MAYRA,YUCRA,BOBARIN,BOLIVIA,F,355328,71540245,SI,,,,,,,,,,,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
548,MAGISTERIO,CI,5668830,02/08/1992,PAUL,ZAMBRANA,,BOLIVIA,F,355329,71540246,SI,,,,,,,,,,,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
549,MAGISTERIO,CI,6487543,22/04/2005,MAURICIO,ACHA,BEJARANO,BOLIVIA,F,355330,71540247,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
550,MAGISTERIO,CI,3782668,31/12/2000,BONNIE,ACHA,JIMENEZ,BOLIVIA,M,355331,71540248,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
551,MAGISTERIO,CI,4478249,05/04/2007,VICTOR,ACUÑA,DURAN,BOLIVIA,M,355332,71540249,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
552,MAGISTERIO,CI,5154357,08/04/1968,HESLANE,AGREDA,SEVILLA,BOLIVIA,F,355333,71540250,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
553,MAGISTERIO,CI,2870065,03/11/1983,PATRICIA,AGUAYO,CAMACHO,BOLIVIA,F,355334,71540251,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
554,MAGISTERIO,CI,5159888,21/11/1990,PATRICIA,AGUILAR,GOMEZ,BOLIVIA,F,355335,71540252,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
555,MAGISTERIO,CI,8050292,03/03/1981,JEANCARLA,AGUILAR,LARA,BOLIVIA,M,355336,71540253,SI,,,,,,,,,,,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
556,MAGISTERIO,CI,7907718,23/02/1970,ROSALIA,AGUILAR,LOPEZ,BOLIVIA,M,355337,71540254,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
557,MAGISTERIO,CI,5257980,14/11/1992,ERIK,AGUILAR,MONTAÑO,BOLIVIA,M,355338,71540255,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
558,MAGISTERIO,CI,7975834,19/01/1999,RONALD,AGUILAR,PANIAGUA,BOLIVIA,F,355339,71540256,SI,,,,,,,,,,,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
559,MAGISTERIO,CI,3565567,09/01/1969,OSCAR,AGUILAR,PEREZ,BOLIVIA,M,355340,71540257,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
560,MAGISTERIO,CI,5920227,20/03/1972,ANGELA,AGUIRRE,GUZMAN,BOLIVIA,M,355341,71540258,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
561,MAGISTERIO,CI,6470779,12/04/1998,JORGE,AGUIRRE,NAVIA,BOLIVIA,F,355342,71540259,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
562,MAGISTERIO,CI,6543978,02/04/1975,EMILIO,AIRA,QUISPE,BOLIVIA,F,355343,71540260,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
563,MAGISTERIO,CI,9504785,13/01/1958,ROMAN,AIZAMA,QUIROGA,BOLIVIA,M,355344,71540261,SI,,,,,,,,,,,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
564,MAGISTERIO,CI,6511574,03/03/2008,LICETH,ALA,COSSIO,BOLIVIA,M,355345,71540262,SI,,,,,,,,,,,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
565,MAGISTERIO,CI,8034411,26/12/1991,MARILIN,ALBA,CHOQUELA,BOLIVIA,M,355346,71540263,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
566,MAGISTERIO,CI,8794428,01/11/2010,DANIELA,ALBA,GAMBOA,BOLIVIA,F,355347,71540264,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
567,MAGISTERIO,CI,4445200,02/03/1953,SIMON,ALCOCER,BRAVO,BOLIVIA,F,355348,71540265,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
568,MAGISTERIO,CI,3595195,15/05/1997,NELSON,ALCOCER,ROJAS,BOLIVIA,M,355349,71540266,SI,,,,,,,,,,,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
569,MAGISTERIO,CI,5273832,30/10/2001,MARISOL,ALDUNATE,,BOLIVIA,M,355350,71540267,SI,,,,,,,,,,,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
570,MAGISTERIO,CI,6412978,30/05/2004,ZULMA,ALMENDRAS,HERBAS,BOLIVIA,F,355351,71540268,SI,,,,,,,,,,,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
571,MAGISTERIO,CI,6411523,14/06/1991,ERLAN,ALMENDRAS,PARDO,BOLIVIA,F,355352,71540269,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
572,MAGISTERIO,CI,3013577,07/09/1980,KARIM,ALVARADO,ALVAREZ,BOLIVIA,M,355353,71540270,SI,,,,,,,,,,,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
